Date,Close/Last,Volume,Open,High,Low
05/04/2021,7.0827,N/A,6.3536,7.0974,6.4242
05/03/2021,6.3075,N/A,6.6752,6.8693,6.2175
05/02/2021,6.6775,N/A,6.3267,6.7248,6.5191
05/01/2021,6.3473,N/A,6.5886,6.6936,6.3473
04/30/2021,6.5596,N/A,6.1036,6.5623,6.3703
04/29/2021,6.0843,N/A,5.8817,6.1963,5.786
04/28/2021,5.847,N/A,5.9458,5.9736,5.8118
04/27/2021,6.0149,N/A,5.8712,6.2201,5.9409
04/26/2021,5.8939,N/A,5.4085,5.9794,5.7523
04/25/2021,5.391,N/A,5.0851,5.4313,4.931
04/24/2021,5.1062,N/A,5.3676,5.2158,5.0415
04/23/2021,5.3894,N/A,5.1854,5.5835,5.2149
04/22/2021,5.1961,N/A,6.2196,5.9948,4.4784
04/21/2021,6.1894,N/A,6.5927,6.4915,6.1583
04/20/2021,6.6098,N/A,6.3645,6.8452,6.5788
04/19/2021,6.3264,N/A,7.3697,6.6495,6.0978
04/18/2021,7.4008,N/A,6.5571,7.4914,7.0397
04/17/2021,6.1759,N/A,8.4277,7.934,5.8736
04/16/2021,8.4279,N/A,8.243,8.7511,8.2357
04/15/2021,8.3012,N/A,7.5959,8.3352,7.885
04/14/2021,7.5778,N/A,7.9525,7.7691,7.3702
04/13/2021,7.9576,N/A,6.441,8.0743,7.3814
04/12/2021,6.4444,N/A,6.8022,6.5593,6.4208
04/11/2021,6.7758,N/A,6.8912,6.8616,6.5941
04/10/2021,6.861,N/A,6.3996,6.957,6.554
04/09/2021,6.3957,N/A,6.3811,6.4038,6.1537
04/08/2021,6.4046,N/A,5.998,6.5931,6.3645
04/07/2021,6.0038,N/A,6.8305,6.1104,5.81
04/06/2021,6.7402,N/A,6.7026,6.8168,6.4732
04/05/2021,6.7766,N/A,6.1974,6.8921,6.5874
04/04/2021,6.2139,N/A,5.6207,6.4116,6.1123
04/03/2021,5.5259,N/A,6.1982,5.5853,5.3346
04/02/2021,6.1575,N/A,5.4338,6.478,6.1057
04/01/2021,5.4783,N/A,4.7848,5.6721,5.3761
03/31/2021,4.7168,N/A,4.3303,4.964,4.7085
03/30/2021,4.2612,N/A,4.2524,4.3819,4.236
03/29/2021,4.2273,N/A,4.1292,4.3193,4.2117
03/28/2021,4.138,N/A,4.1671,4.1636,4.0654
03/27/2021,4.1573,N/A,4.1145,4.1954,4.0545
03/26/2021,4.1183,N/A,3.7275,4.1978,4.0955
03/25/2021,3.7299,N/A,3.6913,3.7542,3.6721
03/24/2021,3.69,N/A,4.1136,3.7389,3.5337
03/23/2021,4.1167,N/A,4.2177,4.1318,4.0383
03/22/2021,4.215,N/A,4.1348,4.2661,4.0472
03/21/2021,4.1199,N/A,4.3252,4.1646,4.0009
03/20/2021,4.3129,N/A,4.245,4.4161,4.2519
03/19/2021,4.2281,N/A,4.147,4.2758,4.1261
03/18/2021,4.1474,N/A,4.1272,4.1625,4.0331
03/17/2021,4.1286,N/A,3.9636,4.2054,4.0812
03/16/2021,3.9733,N/A,3.8888,4.0695,3.9593
03/15/2021,3.8676,N/A,3.9995,3.8705,3.677
03/14/2021,4.0072,N/A,4.274,4.0274,3.8634
03/13/2021,4.2678,N/A,3.7825,4.3819,4.2229
03/12/2021,3.779,N/A,3.9185,3.7972,3.6822
03/11/2021,3.9242,N/A,4.014,3.9926,3.8846
03/10/2021,4.0042,N/A,3.9667,4.0484,3.929
03/09/2021,3.9544,N/A,3.9888,4.1865,3.9028
03/08/2021,4.0117,N/A,3.8458,4.078,3.8483
03/07/2021,3.8416,N/A,3.7379,3.9227,3.8109
03/06/2021,3.7386,N/A,3.6922,3.7698,3.7205
03/05/2021,3.6948,N/A,3.5929,3.7338,3.6774
03/04/2021,3.6262,N/A,3.7576,3.7544,3.5615
03/03/2021,3.785,N/A,3.8908,3.9185,3.7606
03/02/2021,3.8936,N/A,3.6825,3.94,3.6445
03/01/2021,3.6746,N/A,3.507,3.7587,3.6038
02/28/2021,3.5134,N/A,3.4398,3.5515,3.4495
02/27/2021,3.4993,N/A,3.6803,3.6976,3.444
02/26/2021,3.6804,N/A,3.6168,3.7411,3.5439
02/25/2021,3.6233,N/A,3.8187,3.6886,3.4751
02/24/2021,3.8252,N/A,3.9987,4.0129,3.8001
02/23/2021,4.0543,N/A,4.3458,4.1299,3.6855
02/22/2021,4.2786,N/A,4.871,4.7173,4.229
02/21/2021,4.8416,N/A,4.9709,5.1254,4.7622
02/20/2021,4.9227,N/A,5.3573,5.0106,4.7377
02/19/2021,5.3483,N/A,4.7329,5.4458,5.1351
02/18/2021,4.7368,N/A,4.9325,4.8842,4.6619
02/17/2021,4.9264,N/A,4.4509,4.9791,4.8406
02/16/2021,4.4769,N/A,4.8555,4.6928,4.4265
02/15/2021,4.8364,N/A,4.5422,4.9861,4.5126
02/14/2021,4.5209,N/A,5.372,5.2436,4.1531
02/13/2021,5.3859,N/A,4.9082,5.595,5.2708
02/12/2021,4.8691,N/A,4.346,4.9307,4.7475
02/11/2021,4.348,N/A,4.1635,4.6187,4.2486
02/10/2021,4.1487,N/A,4.2594,4.2329,4.0131
02/09/2021,4.2533,N/A,3.6706,4.5209,4.1222
02/08/2021,3.6626,N/A,3.3969,3.6851,3.4899
02/07/2021,3.3973,N/A,3.0649,3.4801,3.3515
02/06/2021,3.0503,N/A,3.1722,3.2522,3.0503
02/05/2021,3.2119,N/A,3.0689,3.3252,3.1427
02/04/2021,3.0732,N/A,3.0303,3.0954,3.0219
02/03/2021,3.0274,N/A,3.0575,3.0911,3.0002
02/02/2021,3.0545,N/A,3.0289,3.0773,2.993
02/01/2021,3.0222,N/A,3.1948,3.0623,2.9581
01/31/2021,3.145,N/A,2.8964,3.1644,2.922
01/30/2021,2.891,N/A,2.6995,3.0166,2.8518
01/29/2021,2.7003,N/A,2.6894,2.767,2.6888
01/28/2021,2.6885,N/A,2.5613,2.744,2.6509
01/27/2021,2.5574,N/A,2.587,2.5597,2.4779
01/26/2021,2.5829,N/A,2.6226,2.6277,2.5811
01/25/2021,2.6185,N/A,2.738,2.6728,2.5964
01/24/2021,2.7341,N/A,2.7457,2.7569,2.7099
01/23/2021,2.7456,N/A,2.6379,2.7615,2.6824
01/22/2021,2.6383,N/A,2.5514,2.6461,2.6015
