Date,Close/Last,Volume,Open,High,Low
04/07/2021,1.70373,N/A,1.72686,1.72964,1.64379
04/06/2021,1.72873,N/A,1.68334,1.81355,1.72483
04/05/2021,1.6884,N/A,1.64934,1.72276,1.66404
04/04/2021,1.68163,N/A,1.50796,1.68275,1.51201
04/03/2021,1.50244,N/A,1.60953,1.50957,1.45774
04/02/2021,1.61342,N/A,1.55469,1.63618,1.60909
04/01/2021,1.56847,N/A,1.62788,1.57766,1.54473
03/31/2021,1.59706,N/A,1.511,1.64382,1.53213
03/30/2021,1.48251,N/A,1.49062,1.55065,1.47534
03/29/2021,1.48448,N/A,1.39557,1.52602,1.47822
03/28/2021,1.40343,N/A,1.43185,1.40563,1.36944
03/27/2021,1.43177,N/A,1.43861,1.43756,1.38668
03/26/2021,1.43307,N/A,1.42489,1.47161,1.41819
03/25/2021,1.4554,N/A,1.35207,1.46999,1.33368
03/24/2021,1.34419,N/A,1.68867,1.42326,1.31344
03/23/2021,1.6921,N/A,1.62933,1.74233,1.60122
03/22/2021,1.63509,N/A,1.42002,1.68654,1.46086
03/21/2021,1.40007,N/A,1.37514,1.41226,1.36897
03/20/2021,1.37606,N/A,1.34658,1.41394,1.36409
03/19/2021,1.34617,N/A,1.31899,1.35544,1.32663
03/18/2021,1.31844,N/A,1.34364,1.32513,1.30469
03/17/2021,1.34368,N/A,1.32764,1.35671,1.33195
03/16/2021,1.33233,N/A,1.32038,1.34165,1.30752
03/15/2021,1.31837,N/A,1.33093,1.32334,1.26939
03/14/2021,1.32984,N/A,1.35385,1.33528,1.30314
03/13/2021,1.36254,N/A,1.31136,1.38782,1.3454
03/12/2021,1.29938,N/A,1.35221,1.32138,1.28024
03/11/2021,1.35197,N/A,1.30294,1.39641,1.34337
03/10/2021,1.30144,N/A,1.33065,1.3143,1.27609
03/09/2021,1.32609,N/A,1.32366,1.42206,1.30122
03/08/2021,1.32808,N/A,1.30833,1.32808,1.28979
03/07/2021,1.30262,N/A,1.28029,1.3303,1.29015
03/06/2021,1.28184,N/A,1.29121,1.29928,1.27322
03/05/2021,1.29287,N/A,1.2526,1.34718,1.28312
03/04/2021,1.26959,N/A,1.17704,1.26976,1.19504
03/03/2021,1.18057,N/A,1.19209,1.24335,1.17828
03/02/2021,1.1942,N/A,1.19542,1.19956,1.17181
03/01/2021,1.18826,N/A,1.1588,1.22505,1.16631
02/28/2021,1.15961,N/A,1.10984,1.17459,1.11535
02/27/2021,1.13035,N/A,1.1355,1.15462,1.08755
02/26/2021,1.12746,N/A,1.09514,1.1557,1.11412
02/25/2021,1.10145,N/A,1.1755,1.12156,1.05718
02/24/2021,1.1824,N/A,1.17913,1.2391,1.16636
02/23/2021,1.18207,N/A,1.17433,1.19376,1.03085
02/22/2021,1.15576,N/A,1.3305,1.31206,1.14959
02/21/2021,1.32557,N/A,1.4174,1.40483,1.3118
02/20/2021,1.39801,N/A,1.50489,1.40971,1.32882
02/19/2021,1.50263,N/A,1.46473,1.51125,1.43907
02/18/2021,1.45248,N/A,1.32878,1.51492,1.40811
02/17/2021,1.32585,N/A,1.19128,1.34634,1.29606
02/16/2021,1.20075,N/A,1.31598,1.26449,1.18426
02/15/2021,1.31082,N/A,1.00537,1.38164,1.25844
02/14/2021,0.99166,N/A,1.25159,1.24468,0.96719
02/13/2021,1.25392,N/A,1.39504,1.3172,1.23199
02/12/2021,1.37544,N/A,1.13801,1.40012,1.23279
02/11/2021,1.1322,N/A,0.92129,1.19456,1.09206
02/10/2021,0.92144,N/A,0.73367,0.94403,0.86573
02/09/2021,0.73416,N/A,0.74078,0.76382,0.72622
02/08/2021,0.73542,N/A,0.56098,0.75208,0.71035
02/07/2021,0.55546,N/A,0.55343,0.55911,0.54227
02/06/2021,0.55488,N/A,0.53348,0.59613,0.55054
02/05/2021,0.54096,N/A,0.44374,0.55689,0.49867
02/04/2021,0.44398,N/A,0.44038,0.44922,0.43856
02/03/2021,0.43997,N/A,0.43494,0.45339,0.43671
02/02/2021,0.4347,N/A,0.41772,0.43856,0.42829
02/01/2021,0.41773,N/A,0.41134,0.418,0.40925
01/31/2021,0.41166,N/A,0.42573,0.41252,0.39444
01/30/2021,0.42335,N/A,0.40295,0.43852,0.42247
01/29/2021,0.40268,N/A,0.39867,0.41216,0.39922
01/28/2021,0.3986,N/A,0.40088,0.418,0.39477
01/27/2021,0.40022,N/A,0.41807,0.40375,0.3875
01/26/2021,0.41665,N/A,0.42815,0.43197,0.41445
01/25/2021,0.42683,N/A,0.45907,0.43845,0.41959
01/24/2021,0.45896,N/A,0.45709,0.461,0.4525
01/23/2021,0.45545,N/A,0.46139,0.45947,0.43907
01/22/2021,0.46124,N/A,0.41805,0.46253,0.44617
01/21/2021,0.41654,N/A,0.47316,0.42484,0.38616
01/20/2021,0.47804,N/A,0.45865,0.49317,0.46978
01/19/2021,0.45809,N/A,0.46113,0.48156,0.4499
01/18/2021,0.46341,N/A,0.42184,0.48311,0.45531
01/17/2021,0.42069,N/A,0.41488,0.44205,0.41777
01/16/2021,0.41816,N/A,0.44303,0.43026,0.41129
01/15/2021,0.44058,N/A,0.41657,0.44691,0.43004
01/14/2021,0.41626,N/A,0.41411,0.44063,0.41106
01/13/2021,0.41387,N/A,0.37503,0.41863,0.4017
01/12/2021,0.37255,N/A,0.37752,0.38593,0.34714
01/11/2021,0.37508,N/A,0.37796,0.37912,0.35459
01/10/2021,0.37736,N/A,0.44125,0.42774,0.35823
01/09/2021,0.44044,N/A,0.42934,0.44965,0.43231
01/08/2021,0.42792,N/A,0.35779,0.43637,0.36973
01/07/2021,0.35698,N/A,0.37599,0.38476,0.34912
01/06/2021,0.37582,N/A,0.35098,0.38325,0.36906
01/05/2021,0.34961,N/A,0.32573,0.35725,0.34253
01/04/2021,0.33086,N/A,0.32037,0.35021,0.3235
01/03/2021,0.31892,N/A,0.28304,0.3254,0.3094
01/02/2021,0.28402,N/A,0.29456,0.28619,0.28129
01/01/2021,0.29534,N/A,0.30014,0.29613,0.28532
12/31/2020,0.30051,N/A,0.29053,0.30234,0.29183
12/30/2020,0.29042,N/A,0.29765,0.30374,0.28989
12/29/2020,0.29656,N/A,0.29051,0.3053,0.29631
12/28/2020,0.29093,N/A,0.30173,0.31046,0.2869
12/27/2020,0.3013,N/A,0.2897,0.30613,0.29441
12/26/2020,0.28964,N/A,0.30119,0.29471,0.28569
12/25/2020,0.29452,N/A,0.29254,0.30166,0.28865
12/24/2020,0.29422,N/A,0.26512,0.29703,0.28898
12/23/2020,0.26402,N/A,0.3154,0.27386,0.26027
12/22/2020,0.31788,N/A,0.30653,0.32811,0.30734
12/21/2020,0.3065,N/A,0.32768,0.30799,0.29868
12/20/2020,0.3288,N/A,0.326,0.33118,0.32089
